
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:        0
# Curve title: "f(x,y)"

# Contour 0, label:        0
-0.818182 -10  0 
-0.79798 -8.9  0 
-0.777778 -8  0 
-0.772152 -7.77778  0 
-0.757576 -7.25  0 
-0.737374 -6.61538  0 
-0.717172 -6.07143  0 
-0.69697 -5.6  0 
-0.694915 -5.55556  0 
-0.676768 -5.1875  0 
-0.656566 -4.82353  0 
-0.636364 -4.5  0 
-0.616162 -4.21053  0 
-0.59596 -3.95  0 
-0.575758 -3.71429  0 
-0.555556 -3.5  0 
-0.538462 -3.33333  0 
-0.535354 -3.30435  0 
-0.515152 -3.125  0 
-0.494949 -2.96  0 
-0.474747 -2.80769  0 
-0.454545 -2.66667  0 
-0.434343 -2.53571  0 
-0.414141 -2.41379  0 
-0.393939 -2.3  0 
-0.373737 -2.19355  0 
-0.353535 -2.09375  0 
-0.333333 -2  0 
-0.313131 -1.91176  0 
-0.292929 -1.82857  0 
-0.272727 -1.75  0 
-0.252525 -1.67568  0 
-0.232323 -1.60526  0 
-0.212121 -1.53846  0 
-0.191919 -1.475  0 
-0.171717 -1.41463  0 
-0.151515 -1.35714  0 
-0.131313 -1.30233  0 
-0.111111 -1.25  0 
-0.0909091 -1.2  0 
-0.0707071 -1.15217  0 
-0.0526316 -1.11111  0 
-0.0505051 -1.10638  0 
-0.030303 -1.0625  0 
-0.010101 -1.02041  0 
 0.010101 -0.98  0 
 0.030303 -0.941176  0 
 0.0505051 -0.903846  0 
 0.0707071 -0.867925  0 
 0.0909091 -0.833333  0 
 0.111111 -0.8  0 
 0.131313 -0.767857  0 
 0.151515 -0.736842  0 
 0.171717 -0.706897  0 
 0.191919 -0.677966  0 
 0.212121 -0.65  0 
 0.232323 -0.622951  0 
 0.252525 -0.596774  0 
 0.272727 -0.571429  0 
 0.292929 -0.546875  0 
 0.313131 -0.523077  0 
 0.333333 -0.5  0 
 0.353535 -0.477612  0 
 0.373737 -0.455882  0 
 0.393939 -0.434783  0 
 0.414141 -0.414286  0 
 0.434343 -0.394366  0 
 0.454545 -0.375  0 
 0.474747 -0.356164  0 
 0.494949 -0.337838  0 
 0.515152 -0.32  0 
 0.535354 -0.302632  0 
 0.555556 -0.285714  0 
 0.575758 -0.269231  0 
 0.59596 -0.253165  0 
 0.616162 -0.2375  0 
 0.636364 -0.222222  0 
 0.656566 -0.207317  0 
 0.676768 -0.192771  0 
 0.69697 -0.178571  0 
 0.717172 -0.164706  0 
 0.737374 -0.151163  0 
 0.757576 -0.137931  0 
 0.777778 -0.125  0 
 0.79798 -0.11236  0 
 0.818182 -0.1  0 
 0.838384 -0.0879121  0 
 0.858586 -0.076087  0 
 0.878788 -0.0645161  0 
 0.89899 -0.0531915  0 
 0.919192 -0.0421053  0 
 0.939394 -0.03125  0 
 0.959596 -0.0206186  0 
 0.979798 -0.0102041  0 
 1  0  0 


# Surface 1 of 2 surfaces

# Curve title: "g(x,y)"

# Contour 0, label:        0
 1 -0.25  0 
 0.979798 -0.260178  0 
 0.959596 -0.270512  0 
 0.939394 -0.281006  0 
 0.919192 -0.291662  0 
 0.89899 -0.302484  0 
 0.878788 -0.313476  0 
 0.858586 -0.32464  0 
 0.838384 -0.33598  0 
 0.818182 -0.3475  0 
 0.79798 -0.359203  0 
 0.777778 -0.371094  0 
 0.757576 -0.383175  0 
 0.737374 -0.39545  0 
 0.717172 -0.407924  0 
 0.69697 -0.420599  0 
 0.676768 -0.433481  0 
 0.656566 -0.446572  0 
 0.636364 -0.459877  0 
 0.616162 -0.473398  0 
 0.59596 -0.487141  0 
 0.575758 -0.501109  0 
 0.555556 -0.515306  0 
 0.535354 -0.529735  0 
 0.515152 -0.5444  0 
 0.494949 -0.559304  0 
 0.474747 -0.574451  0 
 0.454545 -0.589844  0 
 0.434343 -0.605485  0 
 0.414141 -0.621378  0 
 0.393939 -0.637524  0 
 0.373737 -0.653925  0 
 0.353535 -0.670584  0 
 0.333333 -0.6875  0 
 0.313131 -0.704675  0 
 0.292929 -0.722107  0 
 0.272727 -0.739796  0 
 0.252525 -0.757739  0 
 0.232323 -0.775934  0 
 0.212121 -0.794375  0 
 0.191919 -0.813057  0 
 0.171717 -0.831971  0 
 0.151515 -0.851108  0 
 0.131313 -0.870456  0 
 0.111111 -0.89  0 
 0.0909091 -0.909722  0 
 0.0707071 -0.929601  0 
 0.0505051 -0.949612  0 
 0.030303 -0.969723  0 
 0.010101 -0.9899  0 
-0.010101 -1.0101  0 
-0.030303 -1.03027  0 
-0.0505051 -1.05036  0 
-0.0707071 -1.0703  0 
-0.0909091 -1.09  0 
-0.111111 -1.10937  0 
-0.113042 -1.11111  0 
-0.131313 -1.12831  0 
-0.151515 -1.14668  0 
-0.171717 -1.16434  0 
-0.191919 -1.18109  0 
-0.212121 -1.19675  0 
-0.232323 -1.21105  0 
-0.252525 -1.2237  0 
-0.272727 -1.23438  0 
-0.292929 -1.24265  0 
-0.313131 -1.24805  0 
-0.333333 -1.25  0 
-0.353535 -1.2478  0 
-0.373737 -1.24063  0 
-0.393939 -1.2275  0 
-0.414141 -1.20719  0 
-0.434343 -1.17825  0 
-0.454545 -1.13889  0 
-0.465719 -1.11111  0 
-0.474747 -1.08691  0 
-0.494949 -1.0196  0 
-0.515152 -0.933594  0 
-0.535354 -0.824669  0 
-0.555556 -0.6875  0 
-0.575758 -0.515306  0 
-0.59596 -0.299375  0 
-0.616162 -0.0283934  0 
-0.636364  0.3125  0 
-0.656566  0.74308  0 
-0.670686  1.11111  0 
-0.676768  1.29004  0 
-0.69697  1.99  0 
-0.717172  2.89413  0 
-0.725394  3.33333  0 
-0.737374  4.07544  0 
-0.756633  5.55556  0 
-0.757576  5.64063  0 
-0.777778  7.75  0 
-0.778011  7.77778  0 
-0.794074  10  0 

